-0.10685,0.076526,-0.46828,-0.082284,-0.052326,0.048238,-0.056858,0.139,-0.23737,-0.44202,-0.33634,0.43509,0.16329,0.38502
0.065388,-0.035258,0.20224,0.10491,-0.053157,-0.010673,0.00047826,-0.02068,0.55179,0.36425,-0.5253,0.12611,-0.014392,0.45827
0.025741,-0.31532,-0.14798,-0.11276,-0.035326,-0.082608,-0.27509,-0.010273,0.18934,-0.15256,0.38764,0.024538,-0.66082,0.36711
0.030268,-0.40482,-0.067393,0.012946,-0.35645,-0.17915,-0.47538,0.32687,0.23616,-0.1919,-0.15881,-0.23425,0.29657,-0.27906
0.0018319,-0.35694,-0.40278,-0.27029,-0.045338,0.5016,0.040395,-0.083303,-0.0069092,0.45272,0.21104,-0.070316,0.32022,0.13433
0.031398,-0.53842,-0.062258,0.47604,0.22661,-0.29492,0.24218,-0.42092,-0.0034942,-0.16268,0.073047,0.082213,0.2455,0.075091
-0.32558,0.19519,-0.031287,-0.084825,0.082079,-0.18898,0.34945,0.33361,0.40895,-0.18486,0.37998,-0.22742,0.31243,0.277
-0.3533,0.23929,-0.14819,0.063176,0.011907,-0.49166,-0.47276,-0.17329,-0.17431,0.44353,0.15264,0.08326,0.15996,0.11678
-0.35056,0.068748,0.12116,0.45387,0.37416,0.54705,-0.41228,0.039214,0.099461,-0.15136,0.044451,-0.06554,0.033606,0.026871
-0.38168,0.070915,0.2088,-0.071048,-0.63593,0.17909,0.04094,-0.54533,0.091504,-0.22509,0.057717,0.01932,0.043988,0.020749
0.37342,0.26904,-0.13595,-0.35054,0.33027,-0.025898,-0.27196,-0.47617,0.33691,-0.2557,-0.011074,-0.1233,0.19891,-0.050773
0.31061,0.062214,0.21425,0.11023,-0.13707,0.020112,-0.10702,-0.010985,-0.42152,-0.075732,-0.0053472,-0.55791,0.14045,0.54442
0.31886,0.36022,-0.49952,0.55688,-0.34089,0.069554,0.071644,-0.0072331,0.1995,0.069221,0.13951,-0.058506,-0.089287,-0.085176
0.38046,0.034216,0.39006,0.047818,-0.13175,0.073295,-0.16433,0.14843,0.025035,-0.0067252,0.43928,0.57827,0.30356,0.087698
